stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
"Hamburg, Habichtsplatz",,460371,53.595985,10.046626,1
"Hamburg, Habichtstraße",,205703,53.593586,10.052699,1
"Hamburg, Habichtstraße (Mitte)",,249905,53.591446,10.056044,1
"Hamburg, Hachmannbrücke",,559233,53.52025,9.951729,1
"Hamburg, Haempten",,607827,53.511757,10.192459,1
"Hamburg, Hafen Harburg",,122246,53.46525,9.979971,1
"Hamburg, HafenCity Universität",,631488,53.54052,10.008998,1
"Hamburg, Hafenbahnhof Alte Süderelbe",,522897,53.502197,9.907921,1
"Hamburg, Hafentreppe",,454892,53.54593,9.957465,1
"Hamburg, Haffkruger Weg",,404011,53.609104,10.150207,1
"Hamburg, Hagenbeck (Nordeingang)",,307156,53.598095,9.93629,1
"Hamburg, Hagenbecks Tierpark",,636256,53.59249,9.944176,1
"Hamburg, Hagendeel",,263656,53.60382,9.945245,1
"Hamburg, Hainholzweg (Mitte)",,177264,53.45071,9.930349,1
"Hamburg, Haithabuweg",,338645,53.4251,9.967985,1
"Hamburg, Halbmondsweg",,492639,53.54645,9.887807,1
"Hamburg, Haldesdorfer Straße",,216672,53.596664,10.072275,1
"Hamburg, Haldesdorfer Straße (Nord)",,30442,53.607353,10.089815,1
"Hamburg, Halenreie",,87912,53.653255,10.160015,1
"Hamburg, Hallenbad Bramfeld",,56725,53.61106,10.069271,1
"Hamburg, Hallerstraße",,525495,53.573204,9.989165,1
"Hamburg, Halstenbeker Stieg",,556201,53.616898,9.890752,1
"Hamburg, Halstenbeker Straße",,490262,53.62733,9.90979,1
"Hamburg, Hamburg Dammtor",,294731,53.560783,9.989403,1
"Hamburg, Hamburg Hbf",,407155,53.552753,10.007925,1
"Hamburg, Hamburg Messe (Eingang Mitte)",,62936,53.562,9.975894,1
"Hamburg, Hamburg-Altona",,168085,53.55325,9.935405,1
"Hamburg, Hamburg-Harburg",,382485,53.456375,9.990947,1
"Hamburg, Hamburger Straße",,548368,53.574368,10.037215,1
"Hamburg, Hammer Deich (Ost)",,301924,53.545498,10.048472,1
"Hamburg, Hammer Kirche",,614325,53.555546,10.055577,1
"Hamburg, Hammer Steindamm",,7586,53.5608,10.055687,1
"Hamburg, Hammer Straße",,84094,53.568897,10.061595,1
"Hamburg, Handwerkskammer",,607628,53.553368,9.976721,1
"Hamburg, Hannoversche Straße 10",,217302,53.465782,9.994169,1
"Hamburg, Hans-Dewitz-Ring",,352203,53.46168,9.943959,1
"Hamburg, Hans-Duncker-Straße (Mitte)",,189483,53.490967,10.115892,1
"Hamburg, Hans-Duncker-Straße (Nord)",,487153,53.493603,10.120316,1
"Hamburg, Hans-Henny-Jahnn-Weg",,583757,53.57854,10.013975,1
"Hamburg, Hans-Rubbert-Straße",,589790,53.56537,10.132627,1
"Hamburg, Hansa-Gymnasium",,161387,53.49381,10.221053,1
"Hamburg, Harburger Chaussee",,301804,53.520782,10.007594,1
"Hamburg, Harburger Ring",,246443,53.458218,9.984612,1
"Hamburg, Harburger Schloßstraße",,450904,53.465084,9.983311,1
"Hamburg, Hardauring",,185567,53.478363,9.883688,1
"Hamburg, Hardenbergstraße",,54196,53.565098,9.798303,1
"Hamburg, Harmsstraße",,603087,53.454773,9.976192,1
"Hamburg, Harnackring",,480345,53.507843,10.210784,1
"Hamburg, Hartzloh",,149423,53.601643,10.04092,1
"Hamburg, Harvestehuder Weg",,114549,53.579247,9.993911,1
"Hamburg, Harzensweg",,197153,53.59171,10.049894,1
"Hamburg, Hasencleverstraße",,353737,53.55091,10.088364,1
"Hamburg, Haseneck",,265301,53.529896,10.137486,1
"Hamburg, Hasloher Kehre",,544560,53.679264,10.030878,1
"Hamburg, Hasselbrook",,347971,53.564934,10.056565,1
"Hamburg, Hasselwerder Straße",,245472,53.513023,9.824955,1
"Hamburg, Haulander Weg",,312250,53.4883,9.99001,1
"Hamburg, Hauptbahnhof Nord",,271888,53.554096,10.005957,1
"Hamburg, Hauptbahnhof Süd",,334539,53.552017,10.009463,1
"Hamburg, Hauptbahnhof/ZOB",,433334,53.551903,10.010341,1
"Hamburg, Haupteingang Ohlsdorf",,63664,53.620552,10.034357,1
"Hamburg, Haus Rissen",,169763,53.577084,9.773754,1
"Hamburg, Haus des KFZ-Gewerbes",,540180,53.54131,10.0363,1
"Hamburg, Hausbruch",,620543,53.47177,9.893732,1
"Hamburg, Hausbrucher Bahnhofstraße",,617996,53.477463,9.89474,1
"Hamburg, Havighorster Redder (West)",,174758,53.52745,10.135596,1
"Hamburg, Havighorster Weg",,145575,53.51268,10.209565,1
"Hamburg, Haynstraße",,554333,53.5862,9.983217,1
"Hamburg, Hebbelstraße",,505510,53.577396,10.018568,1
"Hamburg, Hebebrandstraße",,536209,53.608253,10.038676,1
"Hamburg, Heckende",,301763,53.606964,10.173597,1
"Hamburg, Heckkaten",,353904,53.490093,10.18932,1
"Hamburg, Heerbrook",,263691,53.579716,9.830044,1
"Hamburg, Heestweg",,239212,53.602028,10.149214,1
"Hamburg, Hegholt",,236143,53.60118,10.080764,1
"Hamburg, Heideblütenweg",,337127,53.464527,9.81245,1
"Hamburg, Heidemoor",,56565,53.482265,9.861113,1
"Hamburg, Heidkamp",,76908,53.659676,10.059761,1
"Hamburg, Heidkampsredder",,571896,53.506763,10.199283,1
"Hamburg, Heidrand",,568218,53.465446,9.865787,1
"Hamburg, Heidschnuckenring",,143452,53.466087,9.815747,1
"Hamburg, Heimfelder Straße 123",,431991,53.461025,9.940527,1
"Hamburg, Heimgarten",,416393,53.67351,10.056961,1
"Hamburg, Hein-Baxmann-Stieg",,1381,53.512962,10.083667,1
"Hamburg, Hein-Hoyer-Straße",,338481,53.55127,9.961735,1
"Hamburg, Hein-Saß-Stieg (ZAL)",,489003,53.535454,9.866808,1
"Hamburg, Heinrich-Helbing-Straße",,397737,53.594784,10.060628,1
"Hamburg, Heinrich-Hertz-Turm",,532305,53.56459,9.976376,1
"Hamburg, Heinrich-Osterath-Straße (Mitte)",,132297,53.455177,10.147787,1
"Hamburg, Heinrich-Osterath-Straße (Ost)",,625029,53.444057,10.173554,1
"Hamburg, Heinrich-Osterath-Straße 241",,333741,53.456272,10.141508,1
"Hamburg, Heinrich-Schulz-Weg",,630550,53.598705,10.18009,1
"Hamburg, Heinrich-Stubbe-Weg",,469714,53.445156,10.229394,1
"Hamburg, Heinrich-Traun-Platz",,499947,53.633472,10.034402,1
"Hamburg, Helbingtwiete",,20699,53.587685,10.092888,1
"Hamburg, Hellbrookkamp",,73544,53.597733,10.060656,1
"Hamburg, Hellbrookstraße",,412184,53.591404,10.044449,1
"Hamburg, Hellgrundweg (Arenen)",,106664,53.592785,9.898838,1
"Hamburg, Hellmesbergerweg",,224859,53.63036,10.179295,1
"Hamburg, Helvetierweg",,597816,53.626957,9.959013,1
"Hamburg, Hemmingstedter Weg",,201875,53.566257,9.866412,1
"Hamburg, Henriette-Herz-Ring",,486009,53.4841,10.172099,1
"Hamburg, Herbert-Pardo-Weg",,278902,53.48482,10.151796,1
"Hamburg, Herderstraße",,444050,53.58047,10.01917,1
"Hamburg, Herkenkrug",,376205,53.64575,10.182311,1
"Hamburg, Hermann-Balk-Straße",,391171,53.624123,10.140428,1
"Hamburg, Hermann-Distel-Straße",,239256,53.494865,10.220691,1
"Hamburg, Hermann-Kauffmann-Straße",,353091,53.594273,10.044076,1
"Hamburg, Hermann-Wüsthof-Ring (Ost)",,23698,53.493282,10.111206,1
"Hamburg, Hermann-Wüsthof-Ring (West)",,610766,53.497387,10.101669,1
"Hamburg, Hermelinweg",,62872,53.616184,10.122004,1
"Hamburg, Herthastraße",,314424,53.611984,10.074552,1
"Hamburg, Herwigredder",,437185,53.576794,9.764359,1
"Hamburg, Herzog-Bruno-Weg",,154871,53.62548,9.947044,1
"Hamburg, Heselstücken",,429197,53.61875,9.999509,1
"Hamburg, Heuckenlock",,54741,53.476166,10.03923,1
"Hamburg, Heukoppel",,75772,53.611526,10.080313,1
"Hamburg, Heulandhagen",,18202,53.480625,10.187293,1
"Hamburg, Hexentwiete",,274528,53.584843,9.765606,1
"Hamburg, Heykenaubrook",,436166,53.471916,9.918509,1
"Hamburg, Heykenaukamp",,74281,53.47898,9.905361,1
"Hamburg, Heykenaukamp (Kehre)",,587065,53.477997,9.909482,1
"Hamburg, Heykenauweg (Nord)",,12241,53.481728,9.904546,1
"Hamburg, Heykenauweg (Süd)",,455261,53.47937,9.901347,1
"Hamburg, Heykenstieg",,494853,53.481956,9.906509,1
"Hamburg, Hilda-Monte-Weg",,418563,53.482384,10.170395,1
"Hamburg, Hindenburgstraße",,94899,53.608932,10.01147,1
"Hamburg, Hinsbleek",,52883,53.65122,10.078623,1
"Hamburg, Hinter der Dorfkirche",,521345,53.490402,10.008555,1
"Hamburg, Hinter der Lieth",,307361,53.60593,9.95565,1
"Hamburg, Hirschgraben",,119106,53.563866,10.044489,1
"Hamburg, Hitscherberg",,549668,53.437504,10.197285,1
"Hamburg, Hochrad",,545797,53.55375,9.876296,1
"Hamburg, Hoffmann-von-Fallersleben-Straße",,356692,53.481873,10.230245,1
"Hamburg, Hoffmannstieg",,589914,53.60331,10.179795,1
"Hamburg, Hofschläger Deich",,585725,53.486214,10.054586,1
"Hamburg, Hogrevestraße",,471553,53.576965,10.072713,1
"Hamburg, Hohe Liedt",,80501,53.669853,10.025942,1
"Hamburg, Hohe Schaar",,463182,53.480106,9.982674,1
"Hamburg, Hohe-Schaar-Kamp",,433986,53.49644,9.970589,1
"Hamburg, Hohedeich",,574024,53.44076,10.117163,1
"Hamburg, Hohedeich (Feuerwehr)",,434041,53.44163,10.111422,1
"Hamburg, Hohendeicher See (Nord)",,422641,53.449432,10.09972,1
"Hamburg, Hohenesch",,372526,53.554695,9.928601,1
"Hamburg, Hohenkamp",,450961,53.605965,10.146133,1
"Hamburg, Hohenwisch (Kehre)",,180092,53.502552,9.877334,1
"Hamburg, Hohenwischer Straße 101",,72215,53.507107,9.876117,1
"Hamburg, Hohenwischer Straße 123",,562437,53.508995,9.869946,1
"Hamburg, Hohenwischer Straße 149",,110309,53.508408,9.865517,1
"Hamburg, Hohenwischer Straße 20",,567371,53.499924,9.884287,1
"Hamburg, Hohenwischer Straße 223",,548358,53.50826,9.853998,1
"Hamburg, Hohenzollernring",,577133,53.54864,9.916308,1
"Hamburg, Hohenzollernring (Süd)",,396929,53.546032,9.915739,1
"Hamburg, Hohnerkamp",,571413,53.61797,10.089439,1
"Hamburg, Hohnerkamp (Mitte)",,302748,53.623566,10.090399,1
"Hamburg, Holsteiner Tor",,388432,53.569855,10.149249,1
"Hamburg, Holsteinischer Kamp",,539060,53.575806,10.048784,1
"Hamburg, Holstenkamp (West)",,12845,53.573112,9.908836,1
"Hamburg, Holstenstraße",,604345,53.56198,9.94908,1
"Hamburg, Holtbarg",,594071,53.583614,9.822495,1
"Hamburg, Holtenklinke",,348517,53.4779,10.240433,1
"Hamburg, Holzmühlenstraße",,192664,53.576694,10.082897,1
"Hamburg, Holztwiete",,100911,53.547108,9.874152,1
"Hamburg, Homannring",,417133,53.447598,10.124056,1
"Hamburg, Horner Brückenweg",,477916,53.545338,10.088853,1
"Hamburg, Horner Rampe",,494594,53.54743,10.084819,1
"Hamburg, Horner Redder",,170179,53.55242,10.102993,1
"Hamburg, Horner Rennbahn",,639179,53.55383,10.083857,1
"Hamburg, Horster Damm",,512297,53.461903,10.271616,1
"Hamburg, Horster Moor",,597154,53.452038,10.286631,1
"Hamburg, Hovestieg",,74952,53.524776,10.021451,1
"Hamburg, Hovestraße (Kehre)",,396501,53.51642,10.049789,1
"Hamburg, Hovestraße 44",,414229,53.522697,10.030417,1
"Hamburg, Hovestraße 49",,19054,53.51989,10.039109,1
"Hamburg, Hovestraße 68",,145222,53.517776,10.045601,1
"Hamburg, Howe",,318311,53.420074,10.148344,1
"Hamburg, Howe (Ost)",,284601,53.41149,10.152309,1
"Hamburg, Hower Brack",,485377,53.418453,10.150693,1
"Hamburg, Hower Hauptdeich",,567828,53.416252,10.148693,1
"Hamburg, Hudtwalckerstraße",,406108,53.594746,9.996118,1
"Hamburg, Hufnerstraße",,359352,53.582886,10.041349,1
"Hamburg, Hummelsbüttler Hauptstraße",,8951,53.640923,10.037049,1
"Hamburg, Huusbarg (Mitte)",,104160,53.64353,10.176548,1
"Hamburg, Huusbarg (West)",,258444,53.644264,10.171578,1
"Hamburg, Händelstraße",,183930,53.562263,9.905646,1
"Hamburg, Högenkamp",,303832,53.6569,10.060735,1
"Hamburg, Högenstraße",,407733,53.580765,9.938519,1
"Hamburg, Höpengrund",,43170,53.42471,9.993279,1
"Hamburg, Höpenstraße",,498444,53.44169,10.003428,1
"Hamburg, Höperfeld",,112129,53.495865,10.199126,1
"Hamburg, Hövelbrook",,378235,53.507313,10.022477,1
"Hamburg, Hübbesweg",,492893,53.554543,10.061356,1
"Hamburg, Hüllenkamp",,232733,53.587673,10.15491,1
"Hamburg, Hültkoppel",,394317,53.65303,10.140573,1
"Hamburg, IKEA Moorfleet",,354330,53.511448,10.09617,1
"Hamburg, IKEA Schnelsen",,446889,53.647606,9.927058,1
"Hamburg, Ida-Boy-Ed-Straße",,627163,53.483883,10.230635,1
"Hamburg, Ida-Ehre-Allee",,254902,53.6248,10.054806,1
"Hamburg, Iland",,360421,53.66458,10.119992,1
"Hamburg, Ilsenweg",,284150,53.65875,10.107388,1
"Hamburg, Im Allhorn",,151335,53.653923,10.174599,1
"Hamburg, Im Fischbeker Heidbrook (Ost)",,369622,53.46783,9.814034,1
"Hamburg, Im Fischbeker Heidbrook (West)",,209736,53.466835,9.810175,1
"Hamburg, Im Grünen Grunde",,477658,53.623055,10.031517,1
"Hamburg, Im Schönenfelde",,56874,53.500286,10.018119,1
"Hamburg, Im Vogelkamp",,178673,53.478268,9.850715,1
"Hamburg, Immenbusch",,641424,53.583908,9.85341,1
"Hamburg, Immenhöven",,449608,53.66085,10.021669,1
"Hamburg, Immenseeweg",,442517,53.59437,10.174834,1
"Hamburg, In der Hörn",,146952,53.474243,10.194811,1
"Hamburg, In der Ohe-Nord",,487416,53.41944,10.204404,1
"Hamburg, Indiastraße",,90362,53.526787,9.994521,1
"Hamburg, Industriestraße",,128578,53.517014,9.982141,1
"Hamburg, Informatikum",,171275,53.59768,9.931825,1
"Hamburg, Inselpark",,547753,53.4973,10.003847,1
"Hamburg, Inselstraße",,76990,53.606792,9.993138,1
"Hamburg, Isfeldstraße",,56233,53.573772,9.837022,1
"Hamburg, Isoldeweg",,381604,53.586395,9.743482,1
"Hamburg, Israelitisches Krankenhaus",,572586,53.605537,9.989543,1
"Hamburg, Iversstraße",,542527,53.58173,10.09364,1
"Hamburg, Jaarsmoor",,616641,53.60856,9.89112,1
"Hamburg, Jahnbrücke",,410568,53.601624,10.035632,1
"Hamburg, Jahnring (Mitte)",,391948,53.59984,10.013685,1
"Hamburg, Jakobikirchhof",,422354,53.550068,10.000726,1
"Hamburg, Jarrestraße (Kampnagel)",,289777,53.583958,10.020477,1
"Hamburg, Jasminweg",,275601,53.61474,9.88037,1
"Hamburg, Jean-Dolidier-Weg",,527572,53.438015,10.233552,1
"Hamburg, Jeanette-Wolff-Ring",,436253,53.477905,10.173314,1
"Hamburg, Jenfeld-Zentrum",,319902,53.57092,10.135845,1
"Hamburg, Jenfelder Allee",,389310,53.575085,10.126969,1
"Hamburg, Jenfelder Straße",,172596,53.574036,10.135139,1
"Hamburg, Jevenstedter Straße",,90846,53.60048,9.873986,1
"Hamburg, Jeverländer Weg",,617322,53.52792,9.880754,1
"Hamburg, Joachim-Mähl-Straße",,478102,53.628258,9.950356,1
"Hamburg, Jochim-Sahling-Weg",,246878,53.576385,9.851069,1
"Hamburg, Johannes-Brahms-Platz",,431968,53.555004,9.978751,1
"Hamburg, Johanneskirche Rissen",,259810,53.58055,9.762388,1
"Hamburg, Johannssenstegel",,281802,53.42393,10.139769,1
"Hamburg, Johnsallee",,24412,53.565918,9.988879,1
"Hamburg, Josephstraße",,441568,53.57279,10.079626,1
"Hamburg, Julius-Reincke-Stieg (Bethanien)",,529981,53.591953,9.982928,1
"Hamburg, Julius-Vosseler-Straße",,536656,53.590492,9.946875,1
"Hamburg, Jungestraße",,514706,53.556187,10.027172,1
"Hamburg, Jungfernstieg",,180170,53.55275,9.99491,1
"Hamburg, Justus-Brinckmann-Straße",,378991,53.481377,10.232084,1
"Hamburg, Jägerhof",,181616,53.4712,9.888569,1
"Hamburg, Jägerlauf",,537770,53.603073,9.967732,1
"Hamburg, Jütländer Allee",,47972,53.601406,9.931333,1
"Hamburg, KZ-Gedenkstätte (Ausstellung)",,576319,53.427967,10.226686,1
"Hamburg, KZ-Gedenkstätte (Klinkerwerk)",,454738,53.4324,10.229838,1
"Hamburg, KZ-Gedenkstätte (Mahnmal)",,611202,53.43498,10.231688,1
"Hamburg, Kahlkamp",,241520,53.560177,9.803539,1
"Hamburg, Kaiser-Friedrich-Ufer",,629905,53.573044,9.964872,1
"Hamburg, Kalckreuthweg (Mitte)",,39494,53.56516,9.887369,1
"Hamburg, Kaltehofe-Hinterdeich",,341475,53.526882,10.046036,1
"Hamburg, Kaltenkircher Platz",,291165,53.563633,9.94155,1
"Hamburg, Kamerstücken",,430454,53.581795,9.811362,1
"Hamburg, Kamerunweg",,474824,53.527096,9.986084,1
"Hamburg, Kamerunweg (Kehre)",,469131,53.530907,9.986052,1
"Hamburg, Kanalplatz",,182371,53.46656,9.984128,1
"Hamburg, Kandinskyallee (Nord)",,77454,53.532936,10.1509,1
"Hamburg, Kantstraße",,120743,53.569717,10.053011,1
"Hamburg, Kanzlershofer Weg",,371974,53.4478,10.023415,1
"Hamburg, Kanzlerstraße",,635637,53.439724,10.006361,1
"Hamburg, Kap-Horn-Weg",,136408,53.534645,9.874182,1
"Hamburg, Kapstadtring",,504483,53.605434,10.025256,1
"Hamburg, Karkenland",,379287,53.416946,10.197084,1
"Hamburg, Karl-Arnold-Ring",,426990,53.486,10.016903,1
"Hamburg, Karl-Müller-Ring",,288448,53.602898,10.078235,1
"Hamburg, Karl-Rüther-Stieg",,106857,53.489677,10.153344,1
"Hamburg, Karlshöhe",,442657,53.623566,10.111,1
"Hamburg, Karlshöher Weg",,302080,53.631535,10.137786,1
"Hamburg, Karstenstraße",,432598,53.565483,9.801088,1
"Hamburg, Kasernenstraße (TU Hamburg)",,244026,53.463867,9.969655,1
"Hamburg, Kaskadenpark",,41702,53.581352,10.132028,1
"Hamburg, Katendeich",,993,53.476807,10.192081,1
"Hamburg, Kattensteert",,452613,53.549828,10.099567,1
"Hamburg, Kattwykdamm",,591635,53.493137,9.975517,1
"Hamburg, Katzbachstraße",,118924,53.601097,9.884316,1
"Hamburg, Kedenburgstraße",,625532,53.574997,10.087654,1
"Hamburg, Kellinghusenstraße",,601365,53.58875,9.991008,1
"Hamburg, Keltenweg",,464201,53.64538,9.957526,1
"Hamburg, Kiebitzbrack",,54209,53.410957,10.236393,1
"Hamburg, Kiebitzdeich (Mitte)",,114645,53.415222,10.226139,1
"Hamburg, Kiebitzdeich (West)",,434363,53.425068,10.215079,1
"Hamburg, Kiebitzdeich 154",,585999,53.413933,10.231666,1
"Hamburg, Kielkoppelstraße",,333048,53.589733,10.167592,1
"Hamburg, Kielmannseggstraße",,467954,53.573093,10.092345,1
"Hamburg, Kienenhagen",,469759,53.48384,10.188518,1
"Hamburg, Kienholt",,103314,53.62122,10.104319,1
"Hamburg, Kinderkrankenhaus Wilhelmstift",,287190,53.589222,10.161159,1
"Hamburg, Kirchdorf (Süd)",,236968,53.48451,10.018886,1
"Hamburg, Kirchdorfer Straße (Museum Elbinsel)",,17430,53.490986,10.019041,1
"Hamburg, Kirchenheerweg",,385294,53.404305,10.186022,1
"Hamburg, Kirchhofsweg",,473261,53.48373,10.220657,1
"Hamburg, Kirchlinden",,294064,53.541676,10.101899,1
"Hamburg, Kirchsteinbek",,591830,53.529865,10.129206,1
"Hamburg, Kirchwerder Hausdeich (Mitte)",,165032,53.43079,10.1983,1
"Hamburg, Kirchwerder Hausdeich (West)",,472716,53.440807,10.184029,1
"Hamburg, Kirchwerder Hausdeich 404",,154073,53.414806,10.206168,1
"Hamburg, Kirchwerder Kirche",,70938,53.418648,10.199508,1
"Hamburg, Kirchwerder Landweg 182",,222388,53.449253,10.180381,1
"Hamburg, Kirchwerder Landweg 70",,568717,53.4575,10.19163,1
"Hamburg, Kirchwerder Mühlendamm",,307197,53.412292,10.210413,1
"Hamburg, Kirchwerder Schulweg",,281319,53.429996,10.134018,1
"Hamburg, Kirschenallee",,400888,53.624504,10.073223,1
"Hamburg, Kirschgarten",,445838,53.50264,10.197358,1
"Hamburg, Kirschtenstraße",,353195,53.56242,9.807459,1
"Hamburg, Kiwittsmoor",,572256,53.675213,10.015964,1
"Hamburg, Klaus-Schaumann-Straße",,494953,53.477245,10.189292,1
"Hamburg, Klein Borstel",,177901,53.62826,10.033216,1
"Hamburg, Kleine Seilerstraße",,138346,53.55105,9.967856,1
"Hamburg, Klgv Rothenhauschaussee",,72810,53.47354,10.255382,1
"Hamburg, Klinikum Nord (Heidberg)",,342561,53.67486,10.028077,1
"Hamburg, Klinikum Nord (Ochsenzoll)",,238471,53.672184,10.002394,1
"Hamburg, Klosterstern",,165913,53.5816,9.988395,1
"Hamburg, Klotzenmoor (Mitte)",,339773,53.60916,9.9836,1
"Hamburg, Klärwerk Dradenau",,639047,53.518414,9.914253,1
"Hamburg, Klövensteenweg (Mitte)",,226273,53.58938,9.76303,1
"Hamburg, Klövensteenweg (Süd)",,420075,53.582474,9.764235,1
"Hamburg, Knabeweg",,245459,53.571938,9.856218,1
"Hamburg, Knappe Böge",,40512,53.612385,10.015512,1
"Hamburg, Kneidenweg",,273279,53.500744,10.072429,1
"Hamburg, Kneienblick",,256097,53.533966,9.864923,1
"Hamburg, Knoopstraße/Bremer Straße",,416944,53.45735,9.979579,1
"Hamburg, Kohövedstraße",,409150,53.608776,10.144335,1
"Hamburg, Konsul-Ritter-Straße",,88152,53.470413,9.972214,1
"Hamburg, Korachstraße",,446328,53.51067,10.198489,1
"Hamburg, Koreastraße",,236233,53.543526,10.002155,1
"Hamburg, Kornweide",,434896,53.481792,9.993609,1
"Hamburg, Kottwitzstraße",,203359,53.580727,9.964684,1
"Hamburg, Kraftwerk Tiefstack",,152717,53.52713,10.06913,1
"Hamburg, Krankenhaus Groß-Sand",,618332,53.506,9.986106,1
"Hamburg, Krankenhaus Mariahilf",,526938,53.47106,9.937315,1
"Hamburg, Krankenhaus Tabea",,478456,53.56538,9.790777,1
"Hamburg, Krapphofschleuse",,500896,53.46814,10.189519,1
"Hamburg, Krapphofstraße",,628314,53.47519,10.188225,1
"Hamburg, Kraueler Hauptdeich",,160760,53.397964,10.234527,1
"Hamburg, Kraueler Hauptdeich 261",,364936,53.4027,10.241671,1
"Hamburg, Krausestraße",,218023,53.580025,10.057268,1
"Hamburg, Kressenweg",,524771,53.58641,9.87285,1
"Hamburg, Kreuzbrook",,277616,53.546387,10.045476,1
"Hamburg, Kreuzfahrtterminal Altona",,514810,53.544193,9.936397,1
"Hamburg, Kreuzfahrtterminal Steinwerder",,108813,53.526833,9.967744,1
"Hamburg, Kreuzkirche Kirchdorf",,246599,53.486866,10.015462,1
"Hamburg, Kreuzkirche Ottensen",,230409,53.55385,9.916783,1
"Hamburg, Kriegerdankweg",,571177,53.63328,9.911808,1
"Hamburg, Krieterstraße",,573515,53.496258,10.009795,1
"Hamburg, Kroogblöcke",,592955,53.552437,10.097185,1
"Hamburg, Krumdal",,476826,53.558075,9.797582,1
"Hamburg, Krummer Hagen",,453137,53.40626,10.207701,1
"Hamburg, Krähenhorst",,645351,53.56817,9.793123,1
"Hamburg, Krähenweg",,547627,53.630444,9.962085,1
"Hamburg, Krögers Treppe (Fischerhaus)",,492232,53.558456,9.8034,1
"Hamburg, Kuehnstraße",,524304,53.58224,10.126555,1
"Hamburg, Kunsthalle",,447498,53.555622,10.000645,1
"Hamburg, Kurfürstendeich",,604493,53.466446,10.201805,1
"Hamburg, Kurfürstenstraße",,610668,53.57909,10.096999,1
"Hamburg, Kurt-A.-Körber-Chaussee (Mitte)",,173472,53.489132,10.19303,1
"Hamburg, Kurt-A.-Körber-Chaussee (Ost)",,565610,53.488926,10.198357,1
"Hamburg, Kurt-Schumacher-Allee",,268430,53.551907,10.01622,1
"Hamburg, Kurzer Kamp",,270512,53.636696,10.03374,1
"Hamburg, Kälbersteert",,393404,53.44196,10.194536,1
"Hamburg, Köhlbrandhöft (nur für Betriebsangehörige)",,476189,53.53996,9.93656,1
"Hamburg, König-Georg-Deich",,364935,53.477722,9.995773,1
"Hamburg, Königsberger Straße",,258625,53.623173,10.084102,1
"Hamburg, Köpenicker Straße",,391004,53.584515,10.133296,1
"Hamburg, Köppenstraße",,491658,53.607265,9.978555,1
"Hamburg, Künnekestraße",,594273,53.635883,10.178663,1
"Hamburg, Küstersweg",,55218,53.437378,10.004204,1
"Hamburg, Lademannbogen",,56944,53.648697,10.036877,1
"Hamburg, Lademannbogen (Ost)",,24861,53.647816,10.037072,1
"Hamburg, Lademannbogen (Süd)",,111546,53.642822,10.028612,1
"Hamburg, Lademannbogen (West)",,373906,53.64782,10.0325,1
"Hamburg, Lademannbogen 51",,644775,53.643276,10.030937,1
"Hamburg, Landahlweg",,88259,53.65609,10.060912,1
"Hamburg, Landungsbrücken Brücke 1",,335870,53.544727,9.971559,1
"Hamburg, Landungsbrücken Brücke 2",,580653,53.544987,9.970599,1
"Hamburg, Landungsbrücken Brücke 3",,597371,53.545094,9.969847,1
"Hamburg, Langbargheide (Nord)",,484987,53.59887,9.887009,1
"Hamburg, Langbargheide (Süd)",,22483,53.593174,9.891264,1
"Hamburg, Langelohstraße (Nord)",,51423,53.572834,9.84659,1
"Hamburg, Langenberg",,23618,53.439552,9.941376,1
"Hamburg, Langenfelder Damm",,112071,53.58275,9.935226,1
"Hamburg, Langenfelder Damm (Kieler Straße)",,436790,53.583454,9.933611,1
"Hamburg, Langenfelder Straße",,120552,53.568977,9.944129,1
"Hamburg, Langenfort",,63463,53.59977,10.050738,1
"Hamburg, Langenhorn Markt",,378597,53.64911,10.017317,1
"Hamburg, Langenhorn Nord",,373778,53.660778,10.017568,1
"Hamburg, Langenrehm",,481864,53.582756,10.046873,1
"Hamburg, Langer Hagen",,520053,53.535908,10.065309,1
"Hamburg, Langkamp",,347168,53.563026,9.864822,1
"Hamburg, Langobardenweg",,649805,53.63483,9.966645,1
"Hamburg, Lapplandring",,280138,53.630463,10.168822,1
"Hamburg, Lattenkamp (Sporthalle)",,31148,53.599995,9.994731,1
"Hamburg, Lattenkampstieg",,164617,53.597507,9.996968,1
"Hamburg, Lauenbruch Ost",,154645,53.472675,9.982447,1
"Hamburg, Lauensteinstraße",,247992,53.600113,10.036063,1
"Hamburg, Lawaetzhaus",,199260,53.544315,9.920333,1
"Hamburg, Lederstraße",,182571,53.589584,9.907423,1
"Hamburg, Leeschenblick",,410703,53.614944,10.071938,1
"Hamburg, Legienstraße",,172309,53.54727,10.095533,1
"Hamburg, Leharstraße",,522216,53.629875,10.145995,1
"Hamburg, Lehfeld",,610563,53.48053,10.207827,1
"Hamburg, Lemsahler Dorfstraße",,167576,53.685856,10.102851,1
"Hamburg, Lentersweg",,400209,53.639202,10.028524,1
"Hamburg, Lerchenberg",,551625,53.653305,10.168713,1
"Hamburg, Leuteritzweg",,279108,53.658863,10.060044,1
"Hamburg, Leverkusenstraße",,317623,53.565464,9.925643,1
"Hamburg, Lichtenauerweg",,42366,53.455147,9.945349,1
"Hamburg, Lichtheimweg",,189630,53.565975,9.783664,1
"Hamburg, Liebermannstraße",,140760,53.54587,9.900106,1
