stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Hamburg U S Ohlsdorf(Freibad),397344,482159,53.62067,10.030993,
Hamburg U S Ohlsdorf(Freibad),397344,544931,53.621597,10.031424,
Hamburg U S Sternschanze,352174,241354,53.56415,9.96635,
Hamburg U S Sternschanze,352174,512272,53.56409,9.966062,
Hamburg U S Sternschanze (Kehre),556881,379897,53.56417,9.968641,
Hamburg U S Wandsbeker Chaussee,293476,133742,53.570156,10.058625,
Hamburg U Saarlandstraße,221155,153902,53.58773,10.034272,
Hamburg U Saarlandstraße,221155,187385,53.587418,10.033221,
Hamburg U Saarlandstraße,221155,300796,53.58813,10.032152,
Hamburg U Schlump,537646,12035,53.56783,9.969372,
Hamburg U Schlump,537646,260237,53.567665,9.971058,
Hamburg U Schlump,537646,475261,53.56839,9.970381,
Hamburg U Schlump,537646,550984,53.567986,9.969239,
Hamburg U Schlump,537646,558531,53.568092,9.970449,
Hamburg U Schlump,537646,595622,53.567722,9.970441,
Hamburg U Schlump,537646,605999,53.5683,9.970409,
Hamburg U Sengelmannstraße,47578,302393,53.60899,10.022162,
Hamburg U Sengelmannstraße,47578,344291,53.608826,10.021731,
Hamburg U Sierichstraße,462554,112809,53.590553,10.002417,
Hamburg U Sierichstraße,462554,197569,53.59057,10.002561,
Hamburg U St.Pauli,507670,110267,53.550182,9.970446,
Hamburg U St.Pauli,507670,25768,53.55119,9.969314,
Hamburg U St.Pauli,507670,260582,53.55001,9.97078,
Hamburg U St.Pauli,507670,407728,53.54995,9.97068,
Hamburg U St.Pauli,507670,497616,53.549805,9.969568,
Hamburg U Steinfurther Allee,457783,211734,53.54147,10.139006,
Hamburg U Steinstraße,190305,474446,53.55009,10.004558,
Hamburg U Stephansplatz,80211,106633,53.558296,9.98808,
Hamburg U Stephansplatz,80211,217204,53.5576,9.988745,
Hamburg U Stephansplatz,80211,297326,53.55785,9.988934,
Hamburg U Stephansplatz,80211,98297,53.55815,9.988278,
Hamburg U Straßburger Straße,52662,118551,53.582405,10.067815,
Hamburg U Uhlandstraße,485643,513450,53.56549,10.025908,
Hamburg U Volksdorf,647688,126457,53.650635,10.161796,
Hamburg U Volksdorf,647688,145442,53.65051,10.163485,
Hamburg U Volksdorf,647688,257796,53.650208,10.162237,
Hamburg U Volksdorf,647688,376726,53.65044,10.163548,
Hamburg U Volksdorf,647688,79683,53.650394,10.163449,
Hamburg U Wandsbek Markt,33066,161562,53.571804,10.068083,
Hamburg U Wandsbek Markt,33066,205693,53.572334,10.069078,
Hamburg U Wandsbek Markt,33066,464632,53.572037,10.069357,
Hamburg U Wandsbek Markt,33066,492504,53.57151,10.06797,
Hamburg U Wandsbek Markt,33066,555929,53.572075,10.068256,
Hamburg U Wandsbek Markt,33066,568149,53.572273,10.068971,
Hamburg U Wandsbek Markt,33066,572809,53.57224,10.0698,
Hamburg U Wandsbek Markt,33066,575081,53.572063,10.069494,
Hamburg U Wandsbek Markt,33066,83215,53.57166,10.069438,
Hamburg U Wandsbek Markt,33066,95324,53.571873,10.068538,
Hamburg U Wandsbek-Gartenstadt,68516,540590,53.592014,10.076061,
Hamburg U Wartenau,481156,312573,53.56295,10.033292,
Hamburg U Wartenau,481156,383886,53.56367,10.033804,
Hamburg U Wartenau,481156,412083,53.564518,10.034155,
Hamburg U Wartenau,481156,516821,53.56389,10.03473,
Hamburg U Überseequartier,443853,494810,53.541252,9.999282,
Hamburg Uhlandstraße,308185,628804,53.56425,10.027004,
Hamburg Volksdorf,149267,228078,53.650482,10.163261,
Hamburg Volksdorf,149267,488063,53.650517,10.163072,
Hamburg Wagnerstraße,121042,153139,53.57013,10.039922,
Hamburg Waltershof,13769,375337,53.52566,9.937227,
Hamburg Wandsbek Markt,402929,110984,53.5716,10.066719,
Hamburg Wandsbek Markt,402929,75066,53.571693,10.066674,
Hamburg Wandsbek-Gartenstadt,645263,137854,53.592484,10.074893,
Hamburg Wandsbek-Gartenstadt,645263,234037,53.592556,10.07483,
Hamburg Wandsbek-Gartenstadt,645263,323989,53.592365,10.074983,
Hamburg Wandsbek-Gartenstadt,645263,53875,53.592434,10.074929,
Hamburg Wandsbeker Chaussee,111945,120878,53.5698,10.057736,
Hamburg Wandsbeker Chaussee,111945,164030,53.569733,10.059975,
Hamburg Wandsbeker Chaussee,111945,450378,53.56987,10.057655,
Hamburg Wartenau,543804,428025,53.56468,10.035556,
Hamburg Wartenau,543804,510694,53.56474,10.035466,
Hamburg Winterhuder Marktplatz,280235,316399,53.594723,9.999381,
Hamburg Wohlersweg,621243,277649,53.455696,9.999731,
Hamburg central bus station,433334,387786,53.551765,10.011657,
Hamburg Überseequartier,96750,325267,53.540493,9.998456,
Hamburg Überseequartier,96750,60381,53.540375,9.998492,
"Hamburg, A Burgwedel",,396992,53.647,9.908657,1
"Hamburg, A Eidelstedt Zentrum",,231596,53.6102,9.901142,1
"Hamburg, A S Eidelstedt",,412878,53.59609,9.905433,1
"Hamburg, A Schnelsen",,636814,53.633335,9.905777,1
"Hamburg, AIRBUS",,361899,53.536594,9.847978,1
"Hamburg, AIRBUS (Fähranleger/Haus 25)",,581281,53.543102,9.841063,1
"Hamburg, AIRBUS (Kehre)",,582852,53.5371,9.847294,1
"Hamburg, AIRBUS (Osttor/Einfahrt)",,264594,53.53784,9.846781,1
"Hamburg, AIRBUS (Schiffsanleger)",,138090,53.544823,9.840992,1
"Hamburg, AIRBUS (Werkgelände)",,484182,53.54317,9.832647,1
"Hamburg, AK Altona (Eingang)",,135781,53.555035,9.898248,1
"Hamburg, AK Barmbek",,453997,53.60512,10.039917,1
"Hamburg, AK Harburg",,548375,53.459,9.951442,1
"Hamburg, AK St. Georg",,45277,53.55996,10.014677,1
"Hamburg, AK Wandsbek",,333883,53.568703,10.091341,1
"Hamburg, Achter de Höf",,269128,53.57946,9.761448,1
"Hamburg, Achterdeich",,437232,53.408684,10.246628,1
"Hamburg, Achterdiekbrücke",,607375,53.427082,10.203356,1
"Hamburg, Achterkamp",,330036,53.43802,10.008081,1
"Hamburg, Achtern Born (Kindermuseum)",,528280,53.587082,9.851707,1
"Hamburg, Achtern Brack (Ost)",,409107,53.50809,9.849458,1
"Hamburg, Achtern Brack (West)",,29485,53.507153,9.843561,1
"Hamburg, Achtern Sand",,101503,53.584377,9.770822,1
"Hamburg, Achtern Styg",,379041,53.58136,9.866812,1
"Hamburg, Achterschlag",,46773,53.468174,10.237544,1
"Hamburg, Adebarweg",,641354,53.58356,9.74538,1
"Hamburg, Adolf-Köster-Damm",,382987,53.485397,10.146946,1
"Hamburg, Afrikastraße",,283862,53.527508,9.989833,1
"Hamburg, Agathe-Lasch-Weg",,625137,53.552544,9.893608,1
"Hamburg, Ahrensburger Platz",,433382,53.655777,10.176027,1
"Hamburg, Alaskaweg",,456283,53.62835,10.150564,1
"Hamburg, Albert-Schweitzer-Ring",,420414,53.579433,10.123114,1
"Hamburg, Albertinen-Krankenhaus (A Schnelsen)",,616051,53.63204,9.904979,1
"Hamburg, Albertstraße",,469662,53.5491,10.019774,1
"Hamburg, Alfred-Mahlau-Weg",,22023,53.609818,10.054477,1
"Hamburg, Alfredstraße",,175884,53.55762,10.033022,1
"Hamburg, Algermissenstraße",,496868,53.49701,10.011515,1
"Hamburg, Allermöher Deich 187",,345375,53.47606,10.140563,1
"Hamburg, Allermöher Deich 355",,364061,53.47253,10.162518,1
"Hamburg, Allermöher Deich 365",,569149,53.472454,10.164835,1
"Hamburg, Allermöher Deich 75",,219027,53.48292,10.124553,1
"Hamburg, Allermöher Kirche",,184626,53.48216,10.129309,1
"Hamburg, Allermöher Werftstegel",,344002,53.471718,10.17233,1
"Hamburg, Alsenplatz",,327091,53.56648,9.951802,1
"Hamburg, Alsterblick",,71992,53.69929,10.1237,1
"Hamburg, Alsterchaussee",,267424,53.57274,9.994015,1
"Hamburg, Alsterdorf",,205174,53.60616,10.01092,1
"Hamburg, Alsterdorfer Damm",,581686,53.61342,9.999383,1
"Hamburg, Alsterdorfer Straße/Überseekolleg",,141572,53.617237,10.026705,1
"Hamburg, Alsterkrugchaussee (Mitte)",,608088,53.61785,10.005352,1
"Hamburg, Alsterkrugchaussee 244",,343893,53.610394,9.99564,1
"Hamburg, Alsterredder",,508685,53.659157,10.095584,1
"Hamburg, Alstertal-Einkaufszentrum",,607354,53.655323,10.093019,1
"Hamburg, Alte Holstenstraße",,34683,53.49048,10.208376,1
"Hamburg, Alte Horster Schule",,464384,53.455887,10.283164,1
"Hamburg, Alte Landstraße (Nord)",,86749,53.653202,10.077295,1
"Hamburg, Alte Schule Moorburg",,257350,53.494865,9.927744,1
"Hamburg, Alte Schule Neuland",,288255,53.470463,10.027449,1
"Hamburg, Alte Schule Reitbrook",,559272,53.468044,10.148812,1
"Hamburg, Alte Schule Seefeld",,472618,53.44401,10.164312,1
"Hamburg, Alte Twiete",,502431,53.41923,10.20139,1
"Hamburg, Altengamme (Feuerwehr)",,317599,53.430325,10.274404,1
"Hamburg, Altengamme (Süd)",,526706,53.427605,10.285863,1
"Hamburg, Altengammer Elbwiesen",,83020,53.426716,10.279336,1
"Hamburg, Altengammer Löschplatz",,44681,53.428722,10.290726,1
"Hamburg, Altengammer Marschbahndamm",,385036,53.44157,10.301681,1
"Hamburg, Altenwerder Hauptstraße (Mitte)",,224300,53.500343,9.921444,1
"Hamburg, Altenwerder Hauptstraße (Süd)",,180218,53.499012,9.919245,1
"Hamburg, Alter Bahnhof Kirchwerder",,291396,53.42516,10.200714,1
"Hamburg, Alter Berner Weg",,389948,53.64403,10.12167,1
"Hamburg, Alter Fährweg",,28763,53.53181,9.778312,1
"Hamburg, Alter Fährweg (Kehre)",,584024,53.531925,9.777364,1
"Hamburg, Alter Güterbahnhof",,322380,53.59108,10.035419,1
"Hamburg, Alter Teichweg",,398516,53.586643,10.064486,1
"Hamburg, Alter Zollweg",,512699,53.60791,10.137211,1
"Hamburg, Altes Estesperrwerk",,70658,53.533638,9.77542,1
"Hamburg, Altes Rathaus Rahlstedt",,213526,53.60229,10.159025,1
"Hamburg, Altona (Fischmarkt)",,314450,53.54394,9.952231,1
"Hamburg, Altonaer Poststraße",,383647,53.55011,9.940314,1
"Hamburg, Altwiedenthaler Straße",,241614,53.478085,9.888246,1
"Hamburg, Aluminiumwerk",,376369,53.5178,9.88953,1
"Hamburg, Am Altenwerder Kirchtal",,12214,53.507046,9.921605,1
"Hamburg, Am Altenwerder Kirchtal (Süd)",,307026,53.503952,9.921839,1
"Hamburg, Am Baum",,398956,53.48927,10.225804,1
"Hamburg, Am Bergedorfer Hafen",,524674,53.48828,10.206234,1
"Hamburg, Am Born",,127849,53.554386,9.924007,1
"Hamburg, Am Botterbarg",,171359,53.574856,9.83493,1
"Hamburg, Am Callabrack",,386918,53.48245,10.009773,1
"Hamburg, Am Damm",,634746,53.63197,10.089165,1
"Hamburg, Am Dornberg",,386351,53.60171,10.108206,1
"Hamburg, Am Elisabethgehölz",,640528,53.5572,10.062056,1
"Hamburg, Am Frankenberg",,590012,53.436367,9.985521,1
"Hamburg, Am Fuchsberg",,200993,53.46524,9.948314,1
"Hamburg, Am Gehöckel",,646222,53.640087,10.054598,1
"Hamburg, Am Genter Ufer",,345146,53.515553,9.895663,1
"Hamburg, Am Gleisdreieck",,238730,53.49552,10.129182,1
"Hamburg, Am Gnadenberg",,325256,53.638107,10.035483,1
"Hamburg, Am Güterbahnhof",,97479,53.485233,10.201824,1
"Hamburg, Am Hegen",,27850,53.589096,10.180486,1
"Hamburg, Am Hehsel",,197333,53.647137,10.056286,1
"Hamburg, Am Hirschpark",,172877,53.55665,9.821262,1
"Hamburg, Am Hohen Feld",,212696,53.57103,10.115585,1
"Hamburg, Am Hohen Hause (Rentenversicherung)",,465256,53.592354,10.109818,1
"Hamburg, Am Horner Moor",,148973,53.55461,10.100364,1
"Hamburg, Am Husarendenkmal",,173599,53.56477,10.077928,1
"Hamburg, Am Isfeld",,251605,53.571632,9.840875,1
"Hamburg, Am Jenfelder Moor",,626283,53.57651,10.113796,1
"Hamburg, Am Kaiserkai (Elbphilharmonie)",,490351,53.542717,9.985572,1
"Hamburg, Am Kroog",,236212,53.609497,10.141137,1
"Hamburg, Am Langberg",,85419,53.51598,10.157843,1
"Hamburg, Am Licentiatenberg",,585253,53.614178,9.983626,1
"Hamburg, Am Lilienberg",,608792,53.584377,9.775443,1
"Hamburg, Am Mühlenbach",,622925,53.53101,10.154347,1
"Hamburg, Am Neumarkt 63",,111885,53.575672,10.096669,1
"Hamburg, Am Ohlendorffturm",,243232,53.59487,10.168745,1
"Hamburg, Am Papenbrack",,36224,53.48807,10.009012,1
"Hamburg, Am Pavillon",,77663,53.433926,9.968767,1
"Hamburg, Am Pfeilshof",,30958,53.640675,10.098401,1
"Hamburg, Am Pulverhof",,454828,53.592873,10.137441,1
"Hamburg, Am Pulverhof (Mitte)",,131613,53.59407,10.13446,1
"Hamburg, Am Radeland",,445546,53.47181,9.925645,1
"Hamburg, Am Rosengarten",,357681,53.52628,9.822076,1
"Hamburg, Am Sandtorkai",,446941,53.54315,9.991713,1
"Hamburg, Am Schilfpark",,282900,53.47976,10.204636,1
"Hamburg, Am Schleusengraben",,534524,53.47741,10.206347,1
"Hamburg, Am Schulwald",,615954,53.6501,10.027232,1
"Hamburg, Am Stadtrand",,317625,53.588886,10.098869,1
"Hamburg, Am Stühm-Süd",,470547,53.627785,10.09991,1
"Hamburg, Am Volkspark",,198862,53.585506,9.908287,1
"Hamburg, Ameisweg",,275768,53.47716,10.181578,1
"Hamburg, Amtsstraße",,249920,53.596436,10.163366,1
"Hamburg, An de Geest",,133770,53.469944,9.819345,1
"Hamburg, An den Wiesen",,475010,53.479313,9.855676,1
"Hamburg, An der Bergkoppel",,570568,53.500668,10.198794,1
"Hamburg, An der Eiche",,144914,53.43418,10.010629,1
"Hamburg, An der Lohe",,513668,53.623844,9.95264,1
"Hamburg, An der Pollhofsbrücke",,216184,53.479706,10.231146,1
"Hamburg, An der Schleemer Mühle",,419351,53.53726,10.115948,1
"Hamburg, Andreas-Meyer-Straße (Mitte)",,136854,53.518078,10.078294,1
"Hamburg, Andreas-Meyer-Straße (Ost)",,625181,53.51601,10.081634,1
"Hamburg, Andreas-Meyer-Straße (West)",,263095,53.522053,10.071882,1
"Hamburg, Angerburger Straße",,21414,53.591743,10.087505,1
"Hamburg, Anna-Susanna-Stieg",,136951,53.64303,9.921439,1
"Hamburg, Anne-Frank-Straße",,556019,53.570396,9.789316,1
"Hamburg, Anton-Rée-Schule",,180129,53.48241,10.17446,1
"Hamburg, Apostelkirche",,469728,53.575317,9.945237,1
"Hamburg, Appelbütteler Weg",,180074,53.436623,9.9346,1
"Hamburg, Archenholzstraße (Ost)",,540,53.544636,10.125496,1
"Hamburg, Arenen",,4833,53.588585,9.899353,1
"Hamburg, Arenen (Luftbadweg)",,559136,53.58416,9.897443,1
"Hamburg, Argentinienbrücke",,419970,53.528214,9.976082,1
"Hamburg, Argentinienbrücke (Fähre)",,94869,53.528,9.974493,1
"Hamburg, Armbruststraße",,304731,53.57422,9.939929,1
"Hamburg, Arningstraße",,381004,53.537045,9.985199,1
"Hamburg, Arningstraße (Fähre)",,97269,53.537148,9.984568,1
"Hamburg, Arnswalder Straße",,53183,53.613667,10.151464,1
"Hamburg, Arp-Schnitger-Stieg",,434720,53.513695,9.811446,1
"Hamburg, Aschenputtelstraße",,167655,53.562473,10.119646,1
"Hamburg, Asklepios Westklinikum (Mitte)",,216505,53.582478,9.778926,1
"Hamburg, Asklepios Westklinikum (Ost)",,626494,53.581997,9.782224,1
"Hamburg, Asklepios Westklinikum (West)",,130395,53.58225,9.773637,1
"Hamburg, Auedeich",,174963,53.526787,9.884711,1
"Hamburg, Auenstraße",,541734,53.57242,10.050693,1
"Hamburg, Auf dem Sande (Speicherstadt)",,577588,53.54387,9.989883,1
"Hamburg, Auf dem Sülzbrack",,248128,53.40755,10.177812,1
"Hamburg, Auf der Bojewiese",,258590,53.496716,10.177827,1
"Hamburg, Auf der Hohen Schaar",,531764,53.497566,9.963503,1
"Hamburg, Auf der Jahnhöhe",,97607,53.453876,9.929665,1
"Hamburg, August-Bebel-Straße",,493771,53.48318,10.233929,1
"Hamburg, August-Kirch-Straße",,458285,53.571438,9.89769,1
"Hamburg, Augustastraße",,621997,53.49085,10.215302,1
"Hamburg, Auguste-Baur-Straße",,116522,53.559147,9.813493,1
"Hamburg, Augustenburger Straße",,609505,53.56544,9.944624,1
"Hamburg, Aurubis Werk Ost",,56343,53.51537,10.03535,1
"Hamburg, Aurubis Zentrale",,543579,53.5216,10.033829,1
"Hamburg, Ausschläger Allee (Kfz-Verwahrstelle)",,276743,53.53102,10.060043,1
"Hamburg, Ausschläger Weg (LBV)",,406461,53.547573,10.038294,1
"Hamburg, Außenmühle",,420922,53.45054,9.981951,1
"Hamburg, Averhoffstraße",,550632,53.570637,10.01682,1
"Hamburg, Axel-Springer-Platz",,375565,53.552208,9.985521,1
"Hamburg, BAB-Auffahrt Horn",,51689,53.559444,10.067757,1
"Hamburg, BAB-Auffahrt Stellingen",,514522,53.596596,9.92221,1
"Hamburg, BAB-Auffahrt Waltershof",,332543,53.514236,9.911917,1
"Hamburg, BAB-Auffahrt Waltershof (N)",,518860,53.5144,9.912433,1
"Hamburg, BG Klinikum Boberg",,603368,53.5076,10.180179,1
"Hamburg, Baakenhöft",,481608,53.538307,10.008576,1
"Hamburg, Bachstraße",,155892,53.577038,10.024855,1
"Hamburg, Bahngärten",,323316,53.57039,10.077814,1
"Hamburg, Bahnübergang Sieversstücken",,426792,53.581223,9.78523,1
"Hamburg, Bahrenfelder Marktplatz",,339113,53.56447,9.901784,1
"Hamburg, Bahrenfelder Straße",,445254,53.55042,9.928266,1
"Hamburg, Banksstraße (Großmarkt)",,216852,53.544655,10.015005,1
"Hamburg, Bargkoppelweg",,70210,53.626,10.161181,1
"Hamburg, Bargteheider Straße (Nord)",,336649,53.6139,10.15549,1
"Hamburg, Bargteheider Straße (Süd)",,246004,53.602455,10.145464,1
"Hamburg, Barmbek",,430866,53.587406,10.044456,1
"Hamburg, Barmwisch",,216812,53.597027,10.091782,1
"Hamburg, Baron-Voght-Straße (Mitte)",,187548,53.557533,9.865011,1
"Hamburg, Bartholomäus-Therme",,50620,53.577843,10.028307,1
"Hamburg, Basselweg",,409436,53.587402,9.931931,1
"Hamburg, Bauerberg",,321056,53.550255,10.078464,1
"Hamburg, Bauernholztal",,192345,53.456356,9.866731,1
"Hamburg, Bauernrosenweg",,82028,53.598396,10.065824,1
"Hamburg, Bauernstegel",,111436,53.47977,10.054456,1
"Hamburg, Baumacker",,309877,53.6207,9.897648,1
"Hamburg, Baumläuferweg",,416620,53.604355,9.876574,1
"Hamburg, Bebelallee",,323265,53.605705,9.996255,1
"Hamburg, Beckers Treppe",,553211,53.55823,9.808044,1
"Hamburg, Beerbuschredder",,559604,53.677715,10.119054,1
"Hamburg, Beerentalweg",,319256,53.448345,9.94291,1
"Hamburg, Beethovenstraße",,612646,53.574673,10.021854,1
"Hamburg, Behnsrade",,236762,53.512226,10.199181,1
"Hamburg, Behnstraße",,352844,53.546116,9.943002,1
"Hamburg, Behringstraße (AK Altona)",,561865,53.557037,9.90078,1
"Hamburg, Behrmannplatz",,122575,53.599094,9.957596,1
"Hamburg, Bei St. Annen",,262493,53.545525,9.997209,1
"Hamburg, Bei der Blauen Brücke",,293884,53.436775,10.237037,1
"Hamburg, Beim Avenberg",,508114,53.4711,10.082554,1
"Hamburg, Beim Bieberhof",,208689,53.485348,10.072161,1
"Hamburg, Beim Farenland",,446743,53.635387,10.13597,1
"Hamburg, Beim Hammer Marktplatz",,472393,53.557114,10.054041,1
"Hamburg, Bekkamp",,210302,53.576004,10.143646,1
"Hamburg, Bekkampsweg",,85340,53.574978,10.138923,1
"Hamburg, Bekstück",,12493,53.609947,9.964731,1
"Hamburg, Bergheide",,482393,53.46779,9.854736,1
"Hamburg, Bergstedter Alte Landstraße",,124098,53.67402,10.13309,1
"Hamburg, Bergstedter Markt",,131710,53.67022,10.126208,1
"Hamburg, Berkefeldweg",,441112,53.470654,9.952697,1
"Hamburg, Berliner Platz",,524412,53.583984,10.141506,1
"Hamburg, Berliner Tor",,283444,53.553047,10.024627,1
"Hamburg, Bernadottestraße",,266221,53.548634,9.890056,1
"Hamburg, Berne",,44083,53.627068,10.139878,1
"Hamburg, Berner Chaussee",,208178,53.619076,10.080355,1
"Hamburg, Berner Heerweg",,139179,53.618595,10.126405,1
"Hamburg, Berner Straße",,138915,53.618973,10.149236,1
"Hamburg, Bernhard-Nocht-Straße",,301658,53.547108,9.962908,1
"Hamburg, Bernstorffstraße",,6665,53.56011,9.959838,1
"Hamburg, Bertha-Uhl-Kamp",,359856,53.56507,9.870372,1
"Hamburg, Berufsförderungswerk Hamburg",,562275,53.611996,10.115441,1
"Hamburg, Berufsschulcampus Elbinsel",,208541,53.500515,10.001577,1
"Hamburg, Berufsschulzentrum Bergedorf",,279444,53.491673,10.182629,1
"Hamburg, Berzeliusstraße (Mitte)",,227007,53.534145,10.097209,1
"Hamburg, Berzeliusstraße (West)",,641357,53.535736,10.088246,1
"Hamburg, Berzeliusstraße 42",,14384,53.5346,10.094672,1
"Hamburg, Bethesda Krankenhaus Bergedorf",,63025,53.48593,10.234084,1
"Hamburg, Bethesdastraße",,16243,53.558258,10.039221,1
"Hamburg, Beutnerring",,218976,53.443295,9.955702,1
"Hamburg, Beutnerring (Kehre)",,23474,53.44358,9.953676,1
"Hamburg, Bezirksamt Eimsbüttel",,100780,53.572342,9.978527,1
"Hamburg, Bezirksamt Hamburg-Nord",,212389,53.590515,9.987395,1
"Hamburg, Bf. Altona",,399812,53.55154,9.934296,1
"Hamburg, Bf. Dammtor",,424045,53.561047,9.990305,1
"Hamburg, Bf. Harburg (Großmoordamm)",,150814,53.45759,9.99336,1
"Hamburg, Bf. Hasselbrook",,140107,53.565594,10.057301,1
"Hamburg, Bf. Rahlstedt (Amtsstraße)",,548036,53.60365,10.153971,1
"Hamburg, Bf. Rahlstedt (Doberaner Weg)",,158455,53.604465,10.153283,1
"Hamburg, Bf. Tonndorf",,165403,53.58643,10.122454,1
"Hamburg, Bf. Tonndorf (Tonndorfer Hauptstraße)",,278085,53.585606,10.123308,1
"Hamburg, Biedermannplatz",,574697,53.579872,10.032292,1
"Hamburg, Billbrookdeich",,256557,53.535892,10.076967,1
"Hamburg, Billbrookdeich (Ost)",,319754,53.531006,10.111259,1
"Hamburg, Billbrookdeich 210",,280856,53.534744,10.104992,1
"Hamburg, Bille-Bad",,605523,53.493053,10.214868,1
"Hamburg, Billerhuder Insel",,162650,53.54424,10.058714,1
"Hamburg, Billhorner Brückenstraße",,108171,53.540394,10.032009,1
"Hamburg, Billhorner Deich",,368061,53.534184,10.042491,1
"Hamburg, Billhorner Deich (Wasserforum)",,229848,53.533688,10.041544,1
"Hamburg, Billhorner Mühlenweg",,311947,53.536453,10.034915,1
"Hamburg, Billhorner Röhrendamm",,513291,53.537834,10.030861,1
"Hamburg, Billstedt",,390771,53.542263,10.107411,1
"Hamburg, Billstedter Hauptstraße",,616095,53.540302,10.100612,1
"Hamburg, Billstedter Mühlenweg",,257073,53.533318,10.115392,1
"Hamburg, Billstieg",,407655,53.534096,10.108459,1
"Hamburg, Billstieg (Kehre)",,160816,53.533573,10.109516,1
"Hamburg, Billstraße",,123752,53.54141,10.033376,1
"Hamburg, Billwerder (Feuerwehr)",,20489,53.504555,10.135662,1
"Hamburg, Billwerder Billdeich (Ost)",,26615,53.4962,10.179817,1
"Hamburg, Billwerder Billdeich (West)",,357559,53.52341,10.112282,1
"Hamburg, Billwerder Billdeich 174",,476940,53.509834,10.129381,1
"Hamburg, Billwerder Billdeich 318",,177271,53.50127,10.147495,1
"Hamburg, Billwerder Billdeich 356",,12143,53.50229,10.153596,1
"Hamburg, Billwerder Bucht",,304474,53.523037,10.067579,1
"Hamburg, Billwerder Kirche",,380680,53.514362,10.127723,1
"Hamburg, Billwerder Ring (Ost)",,9855,53.494347,10.121631,1
"Hamburg, Billwerder Straße (HAW)",,94336,53.492878,10.198327,1
"Hamburg, Billwiese",,112424,53.491226,10.188448,1
"Hamburg, Bindfeldweg",,515364,53.62241,9.941603,1
"Hamburg, Binnenfeldredder",,231172,53.503654,10.210635,1
"Hamburg, Birkenallee (Süd)",,139,53.597504,10.141005,1
"Hamburg, Birtstraße",,75279,53.575405,10.092194,1
"Hamburg, Bismarckstraße",,91688,53.57669,9.969378,1
"Hamburg, Bissingstraße",,478608,53.469563,9.962963,1
"Hamburg, Björnsonweg",,435994,53.566288,9.793647,1
"Hamburg, Blankenese (Fähre)",,55099,53.557034,9.803783,1
"Hamburg, Blankeneser Friedhof",,359368,53.576363,9.802562,1
"Hamburg, Blaue Brücke",,192227,53.538895,10.083877,1
"Hamburg, Blaumeisenweg",,518815,53.45107,9.943287,1
"Hamburg, Bleickenallee (Kinderkrankenhaus)",,299530,53.55115,9.918369,1
"Hamburg, Blohmstraße",,171949,53.467182,9.981838,1
"Hamburg, Blomkamp",,41065,53.577286,9.859965,1
"Hamburg, Blumensand Abzweigung",,140980,53.50035,9.968533,1
"Hamburg, Blättnerring",,535571,53.43323,9.986472,1
"Hamburg, Blücherstraße",,83620,53.54922,9.950283,1
"Hamburg, Boberg",,619864,53.51442,10.167313,1
"Hamburg, Boberger Drift",,608869,53.51365,10.17088,1
"Hamburg, Boberger Furtweg",,598666,53.506393,10.164032,1
"Hamburg, Bogenstraße",,262283,53.574013,9.972849,1
"Hamburg, Bojendamm",,356504,53.50265,10.170712,1
"Hamburg, Bojeweg",,522356,53.500538,10.174828,1
"Hamburg, Boltenhagener Straße",,507760,53.60011,10.137445,1
"Hamburg, Bookweetenkamp",,224152,53.57592,9.749125,1
"Hamburg, Borchertring",,370192,53.614796,10.067446,1
"Hamburg, Borgfelder Straße",,278235,53.55471,10.03364,1
"Hamburg, Borghorst",,582457,53.439953,10.303151,1
"Hamburg, Bornkampsweg",,215497,53.563976,9.919296,1
"Hamburg, Bornmühlenweg",,203559,53.49935,10.210542,1
"Hamburg, Borsigstraße (Mitte)",,290422,53.5332,10.074667,1
"Hamburg, Borstelmannsweg",,311232,53.550404,10.049664,1
"Hamburg, Borstelmannsweg 133",,82111,53.548187,10.051058,1
"Hamburg, Bostelbek",,304899,53.47085,9.932039,1
"Hamburg, Bovestraße",,512714,53.568977,10.085613,1
"Hamburg, Braamkamp",,153043,53.601585,9.996808,1
"Hamburg, Brabandstraße",,64721,53.613373,10.008841,1
"Hamburg, Bramfelder Dorfplatz",,312681,53.614872,10.076273,1
"Hamburg, Bramfelder See",,423527,53.618668,10.073695,1
"Hamburg, Bramkoppel",,343151,53.661568,10.106993,1
"Hamburg, Brandstwiete",,529700,53.547043,9.997064,1
"Hamburg, Braune Brücke",,353594,53.54676,10.061086,1
"Hamburg, Bredenbekstraße",,275093,53.692806,10.131233,1
"Hamburg, Bredowbrücke",,219758,53.529526,10.076534,1
"Hamburg, Bredowstraße (Mitte)",,578604,53.52432,10.083836,1
"Hamburg, Bredowstraße (Ost)",,189750,53.51917,10.096671,1
"Hamburg, Breitenfelder Straße",,622209,53.587135,9.975492,1
"Hamburg, Breslauer Straße",,488450,53.520355,9.958863,1
"Hamburg, Brillkamp",,371179,53.64664,10.049136,1
"Hamburg, Brockdorffstraße",,562957,53.59647,10.152537,1
"Hamburg, Brombeerweg (West)",,66095,53.62787,10.026722,1
"Hamburg, BrookHus",,244234,53.71425,10.139533,1
"Hamburg, Brucknerstraße (Arbeitsgerichte)",,638294,53.583565,10.033423,1
"Hamburg, Brunnenstieg",,373312,53.53385,9.870787,1
